"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietna_powierzchnia_uZytkowa_1_mieszkania_m2"
"14239",1404000,"Powiat gostyniński",2003,130.4
"14240",1405000,"Powiat grodziski",2003,122.2
"14241",1406000,"Powiat grójecki",2003,106.3
"14242",1407000,"Powiat kozienicki",2003,119.4
"14243",1408000,"Powiat legionowski",2003,138.9
"14244",1409000,"Powiat lipski",2003,110.3
"14245",1410000,"Powiat łosicki",2003,132.2
"14246",1411000,"Powiat makowski",2003,109.8
"14247",1412000,"Powiat miński",2003,110.3
"14248",1413000,"Powiat mławski",2003,102.8
"14249",1414000,"Powiat nowodworski",2003,127.5
"14250",1415000,"Powiat ostrołęcki",2003,142.4
"14251",1416000,"Powiat ostrowski",2003,133.7
"14252",1417000,"Powiat otwocki",2003,120.1
"14253",1418000,"Powiat piaseczyński",2003,151
"14254",1419000,"Powiat płocki",2003,136
"14255",1420000,"Powiat płoński",2003,146.1
"14256",1421000,"Powiat pruszkowski",2003,134.4
"14257",1422000,"Powiat przasnyski",2003,134.7
"14258",1423000,"Powiat przysuski",2003,99
"14259",1424000,"Powiat pułtuski",2003,120.3
"14260",1425000,"Powiat radomski",2003,116.4
"14261",1426000,"Powiat siedlecki",2003,135.9
"14262",1427000,"Powiat sierpecki",2003,105.6
"14263",1428000,"Powiat sochaczewski",2003,141.7
"14264",1429000,"Powiat sokołowski",2003,120.8
"14265",1430000,"Powiat szydłowiecki",2003,118.9
"14266",1432000,"Powiat warszawski zachodni",2003,143.1
"14267",1433000,"Powiat węgrowski",2003,112.8
"14268",1434000,"Powiat wołomiński",2003,113.7
"14269",1435000,"Powiat wyszkowski",2003,108
"14270",1436000,"Powiat zwoleński",2003,118.5
"14271",1437000,"Powiat żuromiński",2003,89.3
"14272",1438000,"Powiat żyrardowski",2003,124.2
"14273",1461000,"Powiat m.Ostrołęka",2003,128.7
"14274",1462000,"Powiat m.Płock",2003,89.7
"14275",1463000,"Powiat m.Radom",2003,93.3
"14276",1464000,"Powiat m.Siedlce",2003,89.9
"14277",1465000,"Powiat m. st. Warszawa",2003,73
"14278",1601000,"Powiat brzeski",2003,130.5
"14279",1602000,"Powiat głubczycki",2003,106.4
"14280",1603000,"Powiat kędzierzyńsko-kozielski",2003,150.7
"14281",1604000,"Powiat kluczborski",2003,127.8
"14282",1605000,"Powiat krapkowicki",2003,124.3
"14283",1606000,"Powiat namysłowski",2003,118.2
"14284",1607000,"Powiat nyski",2003,124.3
"14285",1608000,"Powiat oleski",2003,142.1
"14286",1609000,"Powiat opolski",2003,142.1
"14287",1610000,"Powiat prudnicki",2003,121.9
"14288",1611000,"Powiat strzelecki",2003,147.8
"14289",1661000,"Powiat m.Opole",2003,90.5
"14290",1801000,"Powiat bieszczadzki",2003,133.1
"14291",1802000,"Powiat brzozowski",2003,129.6
"14292",1803000,"Powiat dębicki",2003,130.2
"14293",1804000,"Powiat jarosławski",2003,128.9
"14294",1805000,"Powiat jasielski",2003,125.7
"14295",1806000,"Powiat kolbuszowski",2003,119.3
"14296",1807000,"Powiat krośnieński",2003,125.4
"14297",1808000,"Powiat leżajski",2003,131.4
"14298",1809000,"Powiat lubaczowski",2003,117
"14299",1810000,"Powiat łańcucki",2003,132
"14300",1811000,"Powiat mielecki",2003,129.8
"14301",1812000,"Powiat niżański",2003,118.2
"14302",1813000,"Powiat przemyski",2003,139.3
"14303",1814000,"Powiat przeworski",2003,122.8
"14304",1815000,"Powiat ropczycko-sędziszowski",2003,132.5
"14305",1816000,"Powiat rzeszowski",2003,130.6
"14306",1817000,"Powiat sanocki",2003,134.3
"14307",1818000,"Powiat stalowowolski",2003,125.1
"14308",1819000,"Powiat strzyżowski",2003,124.9
"14309",1820000,"Powiat tarnobrzeski",2003,120.2
"14310",1821000,"Powiat leski",2003,118
"14311",1861000,"Powiat m.Krosno",2003,159.5
"14312",1862000,"Powiat m.Przemyśl",2003,115.8
"14313",1863000,"Powiat m.Rzeszów",2003,107.9
"14314",1864000,"Powiat m.Tarnobrzeg",2003,118.5
"14315",2001000,"Powiat augustowski",2003,107.4
"14316",2002000,"Powiat białostocki",2003,153.2
"14317",2003000,"Powiat bielski",2003,162.4
"14318",2004000,"Powiat grajewski",2003,111.6
"14319",2005000,"Powiat hajnowski",2003,131
"14320",2006000,"Powiat kolneński",2003,155.4
"14321",2007000,"Powiat łomżyński",2003,161.5
"14322",2008000,"Powiat moniecki",2003,139.1
"14323",2009000,"Powiat sejneński",2003,122.1
"14324",2010000,"Powiat siemiatycki",2003,137.6
"14325",2011000,"Powiat sokólski",2003,137.4
"14326",2012000,"Powiat suwalski",2003,150.8
"14327",2013000,"Powiat wysokomazowiecki",2003,158.6
"14328",2014000,"Powiat zambrowski",2003,153.3
"14329",2061000,"Powiat m.Białystok",2003,74.7
"14330",2062000,"Powiat m.Łomża",2003,137.9
"14331",2063000,"Powiat m.Suwałki",2003,106.4
"14332",2201000,"Powiat bytowski",2003,114.5
"14333",2202000,"Powiat chojnicki",2003,119.5
"14334",2203000,"Powiat człuchowski",2003,134.5
"14335",2204000,"Powiat gdański",2003,110.8
"14336",2205000,"Powiat kartuski",2003,149.6
"14337",2206000,"Powiat kościerski",2003,122.4
"14338",2207000,"Powiat kwidzyński",2003,102.9
"14339",2208000,"Powiat lęborski",2003,157.7
"14340",2209000,"Powiat malborski",2003,100.7
"14341",2210000,"Powiat nowodworski",2003,103.8
"14342",2211000,"Powiat pucki",2003,151.1
"14343",2212000,"Powiat słupski",2003,107.2
"14344",2213000,"Powiat starogardzki",2003,112.1
"14345",2214000,"Powiat tczewski",2003,119.5
"14346",2215000,"Powiat wejherowski",2003,124.2
"14347",2216000,"Powiat sztumski",2003,112.5
"14348",2261000,"Powiat m.Gdańsk",2003,80
"14349",2262000,"Powiat m.Gdynia",2003,76
"14350",2263000,"Powiat m.Słupsk",2003,91.2
"14351",2264000,"Powiat m.Sopot",2003,79.1
"14352",2401000,"Powiat będziński",2003,150.1
"14353",2402000,"Powiat bielski",2003,132.3
"14354",2403000,"Powiat cieszyński",2003,125.8
"14355",2404000,"Powiat częstochowski",2003,144.8
"14356",2405000,"Powiat gliwicki",2003,159.9
"14357",2406000,"Powiat kłobucki",2003,142.9
"14358",2407000,"Powiat lubliniecki",2003,135.2
"14359",2408000,"Powiat mikołowski",2003,138.1
"14360",2409000,"Powiat myszkowski",2003,125.6
"14361",2410000,"Powiat pszczyński",2003,131.1
"14362",2411000,"Powiat raciborski",2003,164
"14363",2412000,"Powiat rybnicki",2003,141.5
"14364",2413000,"Powiat tarnogórski",2003,151.4
"14365",2414000,"Powiat bieruńsko-lędziński",2003,148.6
"14366",2415000,"Powiat wodzisławski",2003,140.9
"14367",2416000,"Powiat zawierciański",2003,136.5
"14368",2417000,"Powiat żywiecki",2003,119.8
"14369",2461000,"Powiat m.Bielsko-Biała",2003,131.1
"14370",2462000,"Powiat m.Bytom",2003,73.2
"14371",2463000,"Powiat m.Chorzów",2003,75.1
"14372",2464000,"Powiat m.Częstochowa",2003,130.8
"14373",2465000,"Powiat m.Dąbrowa Górnicza",2003,160.2
"14374",2466000,"Powiat m.Gliwice",2003,121.2
"14375",2467000,"Powiat m.Jastrzębie-Zdrój",2003,139.3
"14376",2468000,"Powiat m.Jaworzno",2003,121.4
"14377",2469000,"Powiat m.Katowice",2003,111.9
"14378",2470000,"Powiat m.Mysłowice",2003,122.7
"14379",2471000,"Powiat m.Piekary Śląskie",2003,145.4
"14380",2472000,"Powiat m.Ruda Śląska",2003,171
"14381",2473000,"Powiat m.Rybnik",2003,151.5
"14382",2474000,"Powiat m.Siemianowice Śląskie",2003,145.9
"14383",2475000,"Powiat m.Sosnowiec",2003,154.3
"14384",2476000,"Powiat m.Świętochłowice",2003,96.9
"14385",2477000,"Powiat m.Tychy",2003,140.5
"14386",2478000,"Powiat m.Zabrze",2003,98.7
"14387",2479000,"Powiat m.Żory",2003,108.9
"14388",2601000,"Powiat buski",2003,137.9
"14389",2602000,"Powiat jędrzejowski",2003,121.4
"14390",2603000,"Powiat kazimierski",2003,129.5
"14391",2604000,"Powiat kielecki",2003,137.1
"14392",2605000,"Powiat konecki",2003,119.6
"14393",2606000,"Powiat opatowski",2003,115.4
"14394",2607000,"Powiat ostrowiecki",2003,124.4
"14395",2608000,"Powiat pińczowski",2003,116.4
"14396",2609000,"Powiat sandomierski",2003,132
"14397",2610000,"Powiat skarżyski",2003,122.9
"14398",2611000,"Powiat starachowicki",2003,133.8
"14399",2612000,"Powiat staszowski",2003,147.1
"14400",2613000,"Powiat włoszczowski",2003,119.5
"14401",2661000,"Powiat m.Kielce",2003,131.1
"14402",2801000,"Powiat bartoszycki",2003,81.3
"14403",2802000,"Powiat braniewski",2003,82.6
"14404",2803000,"Powiat działdowski",2003,117
"14405",2804000,"Powiat elbląski",2003,87.8
"14406",2805000,"Powiat ełcki",2003,94.9
"14407",2806000,"Powiat giżycki",2003,121.5
"14408",2807000,"Powiat iławski",2003,120.7
"14409",2808000,"Powiat kętrzyński",2003,81.2
"14410",2809000,"Powiat lidzbarski",2003,113.2
"14411",2810000,"Powiat mrągowski",2003,119.2
"14412",2811000,"Powiat nidzicki",2003,130.5
"14413",2812000,"Powiat nowomiejski",2003,113.5
"14414",2813000,"Powiat olecki",2003,128.3
"14415",2814000,"Powiat olsztyński",2003,140.1
"14416",2815000,"Powiat ostródzki",2003,110.7
"14417",2816000,"Powiat piski",2003,106.8
"14418",2817000,"Powiat szczycieński",2003,125.4
"14419",2818000,"Powiat gołdapski",2003,118
"14420",2819000,"Powiat węgorzewski",2003,79.2
"14421",2861000,"Powiat m.Elbląg",2003,96.1
"14422",2862000,"Powiat m.Olsztyn",2003,78.4
"14423",3001000,"Powiat chodzieski",2003,129.6
"14424",3002000,"Powiat czarnkowsko-trzcianecki",2003,142
"14425",3003000,"Powiat gnieźnieński",2003,109.4
"14426",3004000,"Powiat gostyński",2003,176.6
"14427",3005000,"Powiat grodziski",2003,130.1
"14428",3006000,"Powiat jarociński",2003,135.8
"14429",3007000,"Powiat kaliski",2003,126.4
"14430",3008000,"Powiat kępiński",2003,102.5
"14431",3009000,"Powiat kolski",2003,136.8
"14432",3010000,"Powiat koniński",2003,129.6
"14433",3011000,"Powiat kościański",2003,128
"14434",3012000,"Powiat krotoszyński",2003,144.7
"14435",3013000,"Powiat leszczyński",2003,144.3
"14436",3014000,"Powiat międzychodzki",2003,107.5
"14437",3015000,"Powiat nowotomyski",2003,144
"14438",3016000,"Powiat obornicki",2003,145.4
"14439",3017000,"Powiat ostrowski",2003,143.3
"14440",3018000,"Powiat ostrzeszowski",2003,134.6
"14441",3019000,"Powiat pilski",2003,132.5
"14442",3020000,"Powiat pleszewski",2003,124.9
"14443",3021000,"Powiat poznański",2003,130.1
"14444",3022000,"Powiat rawicki",2003,141.2
"14445",3023000,"Powiat słupecki",2003,98.5
"14446",3024000,"Powiat szamotulski",2003,131.6
"14447",3025000,"Powiat średzki",2003,127.4
"14448",3026000,"Powiat śremski",2003,114.5
"14449",3027000,"Powiat turecki",2003,126
"14450",3028000,"Powiat wągrowiecki",2003,109.1
"14451",3029000,"Powiat wolsztyński",2003,127.7
"14452",3030000,"Powiat wrzesiński",2003,123.5
"14453",3031000,"Powiat złotowski",2003,121
"14454",3061000,"Powiat m.Kalisz",2003,118.1
"14455",3062000,"Powiat m.Konin",2003,127.2
"14456",3063000,"Powiat m.Leszno",2003,100.4
"14457",3064000,"Powiat m.Poznań",2003,99.1
"14458",3201000,"Powiat białogardzki",2003,114.1
"14459",3202000,"Powiat choszczeński",2003,144.7
"14460",3203000,"Powiat drawski",2003,98.1
"14461",3204000,"Powiat goleniowski",2003,121.7
"14462",3205000,"Powiat gryficki",2003,150.8
"14463",3206000,"Powiat gryfiński",2003,104.5
"14464",3207000,"Powiat kamieński",2003,116
"14465",3208000,"Powiat kołobrzeski",2003,91
"14466",3209000,"Powiat koszaliński",2003,145.7
"14467",3210000,"Powiat myśliborski",2003,121.1
"14468",3211000,"Powiat policki",2003,118.5
"14469",3212000,"Powiat pyrzycki",2003,130.7
"14470",3213000,"Powiat sławieński",2003,162.8
"14471",3214000,"Powiat stargardzki",2003,114.9
"14472",3215000,"Powiat szczecinecki",2003,78.6
"14473",3216000,"Powiat świdwiński",2003,126
"14474",3217000,"Powiat wałecki",2003,143.9
"14475",3218000,"Powiat łobeski",2003,138
"14476",3261000,"Powiat m.Koszalin",2003,91.9
"14477",3262000,"Powiat m.Szczecin",2003,83.8
"14478",3263000,"Powiat m.Świnoujście",2003,57.2
"14479",201000,"Powiat bolesławiecki",2004,145.7
"14480",202000,"Powiat dzierżoniowski",2004,121.7
"14481",203000,"Powiat głogowski",2004,97.7
"14482",204000,"Powiat górowski",2004,152.7
"14483",205000,"Powiat jaworski",2004,147.8
"14484",206000,"Powiat jeleniogórski",2004,116.6
"14485",207000,"Powiat kamiennogórski",2004,102.3
"14486",208000,"Powiat kłodzki",2004,132.4
"14487",209000,"Powiat legnicki",2004,162.1
"14488",210000,"Powiat lubański",2004,119.6
"14489",211000,"Powiat lubiński",2004,142.3
"14490",212000,"Powiat lwówecki",2004,111.6
"14491",213000,"Powiat milicki",2004,135.4
"14492",214000,"Powiat oleśnicki",2004,132.1
"14493",215000,"Powiat oławski",2004,131.6
"14494",216000,"Powiat polkowicki",2004,126
"14495",217000,"Powiat strzeliński",2004,151.8
"14496",218000,"Powiat średzki",2004,142.2
"14497",219000,"Powiat świdnicki",2004,123.6
"14498",220000,"Powiat trzebnicki",2004,104.2
"14499",221000,"Powiat wałbrzyski",2004,87.7
"14500",222000,"Powiat wołowski",2004,104.7
"14501",223000,"Powiat wrocławski",2004,116.7
"14502",224000,"Powiat ząbkowicki",2004,144.8
"14503",225000,"Powiat zgorzelecki",2004,146.2
"14504",226000,"Powiat złotoryjski",2004,140.7
"14505",261000,"Powiat m.Jelenia Góra",2004,99.7
"14506",262000,"Powiat m.Legnica",2004,111.8
"14507",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"14508",264000,"Powiat m.Wrocław",2004,70.3
"14509",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"14510",401000,"Powiat aleksandrowski",2004,87.2
"14511",402000,"Powiat brodnicki",2004,124.1
"14512",403000,"Powiat bydgoski",2004,158.7
"14513",404000,"Powiat chełmiński",2004,121
"14514",405000,"Powiat golubsko-dobrzyński",2004,116.1
"14515",406000,"Powiat grudziądzki",2004,145
"14516",407000,"Powiat inowrocławski",2004,89.5
"14517",408000,"Powiat lipnowski",2004,111
"14518",409000,"Powiat mogileński",2004,148.8
"14519",410000,"Powiat nakielski",2004,111.2
"14520",411000,"Powiat radziejowski",2004,117.2
"14521",412000,"Powiat rypiński",2004,115.2
"14522",413000,"Powiat sępoleński",2004,115.5
"14523",414000,"Powiat świecki",2004,129.6
"14524",415000,"Powiat toruński",2004,126.8
"14525",416000,"Powiat tucholski",2004,126
"14526",417000,"Powiat wąbrzeski",2004,84.7
"14527",418000,"Powiat włocławski",2004,127.1
"14528",419000,"Powiat żniński",2004,112.1
"14529",461000,"Powiat m.Bydgoszcz",2004,82.7
"14530",462000,"Powiat m.Grudziądz",2004,68.3
"14531",463000,"Powiat m.Toruń",2004,73.9
"14532",464000,"Powiat m.Włocławek",2004,86.2
"14533",601000,"Powiat bialski",2004,132.4
"14534",602000,"Powiat biłgorajski",2004,97.5
"14535",603000,"Powiat chełmski",2004,129
"14536",604000,"Powiat hrubieszowski",2004,123.2
"14537",605000,"Powiat janowski",2004,130.5
"14538",606000,"Powiat krasnostawski",2004,141.5
"14539",607000,"Powiat kraśnicki",2004,134
"14540",608000,"Powiat lubartowski",2004,134.4
"14541",609000,"Powiat lubelski",2004,146.4
"14542",610000,"Powiat łęczyński",2004,123.7
"14543",611000,"Powiat łukowski",2004,133.4
"14544",612000,"Powiat opolski",2004,137.7
"14545",613000,"Powiat parczewski",2004,105.3
"14546",614000,"Powiat puławski",2004,111.8
"14547",615000,"Powiat radzyński",2004,132.3
"14548",616000,"Powiat rycki",2004,138.2
"14549",617000,"Powiat świdnicki",2004,137.7
"14550",618000,"Powiat tomaszowski",2004,136.1
"14551",619000,"Powiat włodawski",2004,114.5
"14552",620000,"Powiat zamojski",2004,142.1
"14553",661000,"Powiat m.Biała Podlaska",2004,108.6
"14554",662000,"Powiat m.Chełm",2004,108.8
"14555",663000,"Powiat m.Lublin",2004,79.3
"14556",664000,"Powiat m.Zamość",2004,118.8
"14557",801000,"Powiat gorzowski",2004,133
"14558",802000,"Powiat krośnieński",2004,145.1
"14559",803000,"Powiat międzyrzecki",2004,135.1
"14560",804000,"Powiat nowosolski",2004,125.2
"14561",805000,"Powiat słubicki",2004,140.2
"14562",806000,"Powiat strzelecko-drezdenecki",2004,76.3
"14563",807000,"Powiat sulęciński",2004,140.9
"14564",808000,"Powiat świebodziński",2004,113.8
"14565",809000,"Powiat zielonogórski",2004,138.1
"14566",810000,"Powiat żagański",2004,126.4
"14567",811000,"Powiat żarski",2004,133
"14568",812000,"Powiat wschowski",2004,141.8
"14569",861000,"Powiat m.Gorzów Wielkopolski",2004,84.3
"14570",862000,"Powiat m.Zielona Góra",2004,111.3
"14571",1001000,"Powiat bełchatowski",2004,146.4
"14572",1002000,"Powiat kutnowski",2004,115.1
"14573",1003000,"Powiat łaski",2004,153.9
"14574",1004000,"Powiat łęczycki",2004,157.9
"14575",1005000,"Powiat łowicki",2004,137.2
"14576",1006000,"Powiat łódzki wschodni",2004,164.8
"14577",1007000,"Powiat opoczyński",2004,140
"14578",1008000,"Powiat pabianicki",2004,142.1
"14579",1009000,"Powiat pajęczański",2004,133.5
"14580",1010000,"Powiat piotrkowski",2004,108.1
"14581",1011000,"Powiat poddębicki",2004,127.4
"14582",1012000,"Powiat radomszczański",2004,150
"14583",1013000,"Powiat rawski",2004,75.4
"14584",1014000,"Powiat sieradzki",2004,140.9
"14585",1015000,"Powiat skierniewicki",2004,145.2
"14586",1016000,"Powiat tomaszowski",2004,121.8
"14587",1017000,"Powiat wieluński",2004,106.5
"14588",1018000,"Powiat wieruszowski",2004,162.3
"14589",1019000,"Powiat zduńskowolski",2004,125.7
"14590",1020000,"Powiat zgierski",2004,120.4
"14591",1021000,"Powiat brzeziński",2004,143.4
"14592",1061000,"Powiat m.Łódź",2004,107.9
"14593",1062000,"Powiat m.Piotrków Trybunalski",2004,100.8
"14594",1063000,"Powiat m.Skierniewice",2004,94.6
"14595",1201000,"Powiat bocheński",2004,109.9
"14596",1202000,"Powiat brzeski",2004,143.4
"14597",1203000,"Powiat chrzanowski",2004,153.4
"14598",1204000,"Powiat dąbrowski",2004,105.8
"14599",1205000,"Powiat gorlicki",2004,132.9
"14600",1206000,"Powiat krakowski",2004,149.6
"14601",1207000,"Powiat limanowski",2004,124.3
"14602",1208000,"Powiat miechowski",2004,125.4
"14603",1209000,"Powiat myślenicki",2004,138.9
"14604",1210000,"Powiat nowosądecki",2004,141.5
"14605",1211000,"Powiat nowotarski",2004,141
"14606",1212000,"Powiat olkuski",2004,146.3
"14607",1213000,"Powiat oświęcimski",2004,104.9
"14608",1214000,"Powiat proszowicki",2004,170
"14609",1215000,"Powiat suski",2004,145.4
"14610",1216000,"Powiat tarnowski",2004,141.9
"14611",1217000,"Powiat tatrzański",2004,141.1
"14612",1218000,"Powiat wadowicki",2004,144.6
"14613",1219000,"Powiat wielicki",2004,106.3
"14614",1261000,"Powiat m.Kraków",2004,67.5
"14615",1262000,"Powiat m.Nowy Sącz",2004,106
"14616",1263000,"Powiat m.Tarnów",2004,92
"14617",1401000,"Powiat białobrzeski",2004,114.7
"14618",1402000,"Powiat ciechanowski",2004,116.1
"14619",1403000,"Powiat garwoliński",2004,131.1
"14620",1404000,"Powiat gostyniński",2004,107
"14621",1405000,"Powiat grodziski",2004,104
"14622",1406000,"Powiat grójecki",2004,123.7
"14623",1407000,"Powiat kozienicki",2004,123.8
"14624",1408000,"Powiat legionowski",2004,129.1
"14625",1409000,"Powiat lipski",2004,122.9
"14626",1410000,"Powiat łosicki",2004,131.3
"14627",1411000,"Powiat makowski",2004,126.1
"14628",1412000,"Powiat miński",2004,79.8
"14629",1413000,"Powiat mławski",2004,112.2
"14630",1414000,"Powiat nowodworski",2004,97.6
"14631",1415000,"Powiat ostrołęcki",2004,146.2
"14632",1416000,"Powiat ostrowski",2004,116.9
"14633",1417000,"Powiat otwocki",2004,106.6
"14634",1418000,"Powiat piaseczyński",2004,114.1
"14635",1419000,"Powiat płocki",2004,140.9
"14636",1420000,"Powiat płoński",2004,129.4
"14637",1421000,"Powiat pruszkowski",2004,148
"14638",1422000,"Powiat przasnyski",2004,135.1
"14639",1423000,"Powiat przysuski",2004,125.5
"14640",1424000,"Powiat pułtuski",2004,108.3
"14641",1425000,"Powiat radomski",2004,128
"14642",1426000,"Powiat siedlecki",2004,144.8
"14643",1427000,"Powiat sierpecki",2004,140.9
"14644",1428000,"Powiat sochaczewski",2004,138.1
"14645",1429000,"Powiat sokołowski",2004,139
"14646",1430000,"Powiat szydłowiecki",2004,122.9
"14647",1432000,"Powiat warszawski zachodni",2004,158.1
"14648",1433000,"Powiat węgrowski",2004,114.6
"14649",1434000,"Powiat wołomiński",2004,112.3
"14650",1435000,"Powiat wyszkowski",2004,128.4
"14651",1436000,"Powiat zwoleński",2004,105
"14652",1437000,"Powiat żuromiński",2004,142.5
"14653",1438000,"Powiat żyrardowski",2004,82.8
"14654",1461000,"Powiat m.Ostrołęka",2004,171.3
"14655",1462000,"Powiat m.Płock",2004,74.9
"14656",1463000,"Powiat m.Radom",2004,110.8
"14657",1464000,"Powiat m.Siedlce",2004,62.6
"14658",1465000,"Powiat m. st. Warszawa",2004,71.3
"14659",1601000,"Powiat brzeski",2004,111.7
"14660",1602000,"Powiat głubczycki",2004,106.6
"14661",1603000,"Powiat kędzierzyńsko-kozielski",2004,119
"14662",1604000,"Powiat kluczborski",2004,144.7
"14663",1605000,"Powiat krapkowicki",2004,106.1
"14664",1606000,"Powiat namysłowski",2004,139
"14665",1607000,"Powiat nyski",2004,153.3
"14666",1608000,"Powiat oleski",2004,144.8
"14667",1609000,"Powiat opolski",2004,157.1
"14668",1610000,"Powiat prudnicki",2004,146.3
"14669",1611000,"Powiat strzelecki",2004,180.1
"14670",1661000,"Powiat m.Opole",2004,71.6
"14671",1801000,"Powiat bieszczadzki",2004,163.7
"14672",1802000,"Powiat brzozowski",2004,131.3
"14673",1803000,"Powiat dębicki",2004,136.5
"14674",1804000,"Powiat jarosławski",2004,124
