"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_do_40_m2_zl"
"21997",3013000,"Powiat leszczyński",2017,1858
"21998",3014000,"Powiat międzychodzki",2017,1880
"21999",3015000,"Powiat nowotomyski",2017,2576
"22000",3016000,"Powiat obornicki",2017,3300
"22001",3017000,"Powiat ostrowski",2017,3028
"22002",3018000,"Powiat ostrzeszowski",2017,2941
"22003",3019000,"Powiat pilski",2017,3342
"22004",3020000,"Powiat pleszewski",2017,2957
"22005",3021000,"Powiat poznański",2017,3444
"22006",3022000,"Powiat rawicki",2017,2950
"22007",3023000,"Powiat słupecki",2017,2815
"22008",3024000,"Powiat szamotulski",2017,2907
"22009",3025000,"Powiat średzki",2017,3779
"22010",3026000,"Powiat śremski",2017,3087
"22011",3027000,"Powiat turecki",2017,2380
"22012",3028000,"Powiat wągrowiecki",2017,2513
"22013",3029000,"Powiat wolsztyński",2017,3501
"22014",3030000,"Powiat wrzesiński",2017,3042
"22015",3031000,"Powiat złotowski",2017,2222
"22016",3061000,"Powiat m.Kalisz",2017,2596
"22017",3062000,"Powiat m.Konin",2017,3077
"22018",3063000,"Powiat m.Leszno",2017,3485
"22019",3064000,"Powiat m.Poznań",2017,5992
"22020",3201000,"Powiat białogardzki",2017,2083
"22021",3202000,"Powiat choszczeński",2017,1967
"22022",3203000,"Powiat drawski",2017,2341
"22023",3204000,"Powiat goleniowski",2017,3571
"22024",3205000,"Powiat gryficki",2017,2606
"22025",3206000,"Powiat gryfiński",2017,2328
"22026",3207000,"Powiat kamieński",2017,4665
"22027",3208000,"Powiat kołobrzeski",2017,5520
"22028",3209000,"Powiat koszaliński",2017,2861
"22029",3210000,"Powiat myśliborski",2017,2285
"22030",3211000,"Powiat policki",2017,3916
"22031",3212000,"Powiat pyrzycki",2017,3343
"22032",3213000,"Powiat sławieński",2017,4552
"22033",3214000,"Powiat stargardzki",2017,3585
"22034",3215000,"Powiat szczecinecki",2017,2600
"22035",3216000,"Powiat świdwiński",2017,1675
"22036",3217000,"Powiat wałecki",2017,2083
"22037",3218000,"Powiat łobeski",2017,1626
"22038",3261000,"Powiat m.Koszalin",2017,3772
"22039",3262000,"Powiat m.Szczecin",2017,4474
"22040",3263000,"Powiat m.Świnoujście",2017,6597
"22041",201000,"Powiat bolesławiecki",2018,2312
"22042",202000,"Powiat dzierżoniowski",2018,2173
"22043",203000,"Powiat głogowski",2018,3275
"22044",204000,"Powiat górowski",2018,1548
"22045",205000,"Powiat jaworski",2018,2197
"22046",206000,"Powiat jeleniogórski",2018,2950
"22047",207000,"Powiat kamiennogórski",2018,1552
"22048",208000,"Powiat kłodzki",2018,2019
"22049",209000,"Powiat legnicki",2018,1947
"22050",210000,"Powiat lubański",2018,2500
"22051",211000,"Powiat lubiński",2018,3232
"22052",212000,"Powiat lwówecki",2018,1791
"22053",213000,"Powiat milicki",2018,2031
"22054",214000,"Powiat oleśnicki",2018,3395
"22055",215000,"Powiat oławski",2018,3962
"22056",216000,"Powiat polkowicki",2018,2998
"22057",217000,"Powiat strzeliński",2018,3039
"22058",218000,"Powiat średzki",2018,2838
"22059",219000,"Powiat świdnicki",2018,2540
"22060",220000,"Powiat trzebnicki",2018,3184
"22061",221000,"Powiat wałbrzyski",2018,1299
"22062",222000,"Powiat wołowski",2018,2770
"22063",223000,"Powiat wrocławski",2018,4559
"22064",224000,"Powiat ząbkowicki",2018,1629
"22065",225000,"Powiat zgorzelecki",2018,2935
"22066",226000,"Powiat złotoryjski",2018,2632
"22067",261000,"Powiat m.Jelenia Góra",2018,3166
"22068",262000,"Powiat m.Legnica",2018,3148
"22069",264000,"Powiat m.Wrocław",2018,6640
"22070",265000,"Powiat m.Wałbrzych od 2013",2018,2095
"22071",401000,"Powiat aleksandrowski",2018,2974
"22072",402000,"Powiat brodnicki",2018,3024
"22073",403000,"Powiat bydgoski",2018,3309
"22074",404000,"Powiat chełmiński",2018,2601
"22075",405000,"Powiat golubsko-dobrzyński",2018,1824
"22076",406000,"Powiat grudziądzki",2018,1991
"22077",407000,"Powiat inowrocławski",2018,3210
"22078",408000,"Powiat lipnowski",2018,1903
"22079",409000,"Powiat mogileński",2018,2105
"22080",410000,"Powiat nakielski",2018,2442
"22081",411000,"Powiat radziejowski",2018,2140
"22082",412000,"Powiat rypiński",2018,2317
"22083",413000,"Powiat sępoleński",2018,2052
"22084",414000,"Powiat świecki",2018,2778
"22085",415000,"Powiat toruński",2018,2821
"22086",416000,"Powiat tucholski",2018,2060
"22087",417000,"Powiat wąbrzeski",2018,2032
"22088",418000,"Powiat włocławski",2018,1402
"22089",419000,"Powiat żniński",2018,2493
"22090",461000,"Powiat m.Bydgoszcz",2018,4349
"22091",462000,"Powiat m.Grudziądz",2018,2977
"22092",463000,"Powiat m.Toruń",2018,4799
"22093",464000,"Powiat m.Włocławek",2018,2742
"22094",601000,"Powiat bialski",2018,2464
"22095",602000,"Powiat biłgorajski",2018,2748
"22096",603000,"Powiat chełmski",2018,2197
"22097",604000,"Powiat hrubieszowski",2018,2254
"22098",605000,"Powiat janowski",2018,2934
"22099",606000,"Powiat krasnostawski",2018,2704
"22100",607000,"Powiat kraśnicki",2018,2416
"22101",608000,"Powiat lubartowski",2018,3663
"22102",609000,"Powiat lubelski",2018,4167
"22103",610000,"Powiat łęczyński",2018,2786
"22104",611000,"Powiat łukowski",2018,3740
"22105",612000,"Powiat opolski",2018,2616
"22106",613000,"Powiat parczewski",2018,2070
"22107",614000,"Powiat puławski",2018,3595
"22108",615000,"Powiat radzyński",2018,3105
"22109",616000,"Powiat rycki",2018,2731
"22110",617000,"Powiat świdnicki",2018,3961
"22111",618000,"Powiat tomaszowski",2018,3522
"22112",619000,"Powiat włodawski",2018,1940
"22113",620000,"Powiat zamojski",2018,1429
"22114",661000,"Powiat m.Biała Podlaska",2018,2996
"22115",662000,"Powiat m.Chełm",2018,3000
"22116",663000,"Powiat m.Lublin",2018,5347
"22117",664000,"Powiat m.Zamość",2018,3378
"22118",801000,"Powiat gorzowski",2018,2844
"22119",802000,"Powiat krośnieński",2018,1858
"22120",803000,"Powiat międzyrzecki",2018,2493
"22121",804000,"Powiat nowosolski",2018,2353
"22122",805000,"Powiat słubicki",2018,2478
"22123",806000,"Powiat strzelecko-drezdenecki",2018,2571
"22124",807000,"Powiat sulęciński",2018,2211
"22125",808000,"Powiat świebodziński",2018,2395
"22126",809000,"Powiat zielonogórski",2018,2346
"22127",810000,"Powiat żagański",2018,2202
"22128",811000,"Powiat żarski",2018,2406
"22129",812000,"Powiat wschowski",2018,2222
"22130",861000,"Powiat m.Gorzów Wielkopolski",2018,3298
"22131",862000,"Powiat m.Zielona Góra",2018,3507
"22132",1001000,"Powiat bełchatowski",2018,2786
"22133",1002000,"Powiat kutnowski",2018,3423
"22134",1003000,"Powiat łaski",2018,2535
"22135",1004000,"Powiat łęczycki",2018,2674
"22136",1005000,"Powiat łowicki",2018,2727
"22137",1006000,"Powiat łódzki wschodni",2018,2923
"22138",1007000,"Powiat opoczyński",2018,2806
"22139",1008000,"Powiat pabianicki",2018,2652
"22140",1009000,"Powiat pajęczański",2018,2890
"22141",1010000,"Powiat piotrkowski",2018,1954
"22142",1011000,"Powiat poddębicki",2018,2766
"22143",1012000,"Powiat radomszczański",2018,3008
"22144",1013000,"Powiat rawski",2018,3582
"22145",1014000,"Powiat sieradzki",2018,2896
"22146",1015000,"Powiat skierniewicki",2018,0
"22147",1016000,"Powiat tomaszowski",2018,3051
"22148",1017000,"Powiat wieluński",2018,3286
"22149",1018000,"Powiat wieruszowski",2018,2447
"22150",1019000,"Powiat zduńskowolski",2018,2809
"22151",1020000,"Powiat zgierski",2018,2954
"22152",1021000,"Powiat brzeziński",2018,3452
"22153",1061000,"Powiat m.Łódź",2018,4004
"22154",1062000,"Powiat m.Piotrków Trybunalski",2018,2753
"22155",1063000,"Powiat m.Skierniewice",2018,3710
"22156",1201000,"Powiat bocheński",2018,4113
"22157",1202000,"Powiat brzeski",2018,3358
"22158",1203000,"Powiat chrzanowski",2018,2742
"22159",1204000,"Powiat dąbrowski",2018,2483
"22160",1205000,"Powiat gorlicki",2018,3199
"22161",1206000,"Powiat krakowski",2018,4258
"22162",1207000,"Powiat limanowski",2018,3289
"22163",1208000,"Powiat miechowski",2018,2933
"22164",1209000,"Powiat myślenicki",2018,4310
"22165",1210000,"Powiat nowosądecki",2018,3273
"22166",1211000,"Powiat nowotarski",2018,4388
"22167",1212000,"Powiat olkuski",2018,3117
"22168",1213000,"Powiat oświęcimski",2018,3101
"22169",1214000,"Powiat proszowicki",2018,3317
"22170",1215000,"Powiat suski",2018,3226
"22171",1216000,"Powiat tarnowski",2018,0
"22172",1217000,"Powiat tatrzański",2018,8772
"22173",1218000,"Powiat wadowicki",2018,3583
"22174",1219000,"Powiat wielicki",2018,4974
"22175",1261000,"Powiat m.Kraków",2018,7130
"22176",1262000,"Powiat m.Nowy Sącz",2018,3668
"22177",1263000,"Powiat m.Tarnów",2018,3368
"22178",1401000,"Powiat białobrzeski",2018,0
"22179",1402000,"Powiat ciechanowski",2018,2956
"22180",1403000,"Powiat garwoliński",2018,3728
"22181",1404000,"Powiat gostyniński",2018,2614
"22182",1405000,"Powiat grodziski",2018,4570
"22183",1406000,"Powiat grójecki",2018,3146
"22184",1407000,"Powiat kozienicki",2018,2654
"22185",1408000,"Powiat legionowski",2018,5256
"22186",1409000,"Powiat lipski",2018,2188
"22187",1410000,"Powiat łosicki",2018,2536
"22188",1411000,"Powiat makowski",2018,1964
"22189",1412000,"Powiat miński",2018,4143
"22190",1413000,"Powiat mławski",2018,3130
"22191",1414000,"Powiat nowodworski",2018,4315
"22192",1415000,"Powiat ostrołęcki",2018,0
"22193",1416000,"Powiat ostrowski",2018,3635
"22194",1417000,"Powiat otwocki",2018,5018
"22195",1418000,"Powiat piaseczyński",2018,5974
"22196",1419000,"Powiat płocki",2018,1273
"22197",1420000,"Powiat płoński",2018,2721
"22198",1421000,"Powiat pruszkowski",2018,5671
"22199",1422000,"Powiat przasnyski",2018,2870
"22200",1423000,"Powiat przysuski",2018,2832
"22201",1424000,"Powiat pułtuski",2018,2643
"22202",1425000,"Powiat radomski",2018,1852
"22203",1426000,"Powiat siedlecki",2018,1590
"22204",1427000,"Powiat sierpecki",2018,2287
"22205",1428000,"Powiat sochaczewski",2018,3788
"22206",1429000,"Powiat sokołowski",2018,2673
"22207",1430000,"Powiat szydłowiecki",2018,2492
"22208",1432000,"Powiat warszawski zachodni",2018,5062
"22209",1433000,"Powiat węgrowski",2018,0
"22210",1434000,"Powiat wołomiński",2018,5589
"22211",1435000,"Powiat wyszkowski",2018,3867
"22212",1436000,"Powiat zwoleński",2018,2824
"22213",1437000,"Powiat żuromiński",2018,2426
"22214",1438000,"Powiat żyrardowski",2018,3134
"22215",1461000,"Powiat m.Ostrołęka",2018,2957
"22216",1462000,"Powiat m.Płock",2018,3465
"22217",1463000,"Powiat m.Radom",2018,3060
"22218",1464000,"Powiat m.Siedlce",2018,3562
"22219",1465000,"Powiat m. st. Warszawa",2018,8730
"22220",1601000,"Powiat brzeski",2018,2394
"22221",1602000,"Powiat głubczycki",2018,1449
"22222",1603000,"Powiat kędzierzyńsko-kozielski",2018,2054
"22223",1604000,"Powiat kluczborski",2018,2000
"22224",1605000,"Powiat krapkowicki",2018,2905
"22225",1606000,"Powiat namysłowski",2018,2904
"22226",1607000,"Powiat nyski",2018,2803
"22227",1608000,"Powiat oleski",2018,2518
"22228",1609000,"Powiat opolski",2018,2406
"22229",1610000,"Powiat prudnicki",2018,1667
"22230",1611000,"Powiat strzelecki",2018,2328
"22231",1661000,"Powiat m.Opole",2018,5031
"22232",1801000,"Powiat bieszczadzki",2018,2161
"22233",1802000,"Powiat brzozowski",2018,2338
"22234",1803000,"Powiat dębicki",2018,3135
"22235",1804000,"Powiat jarosławski",2018,3194
"22236",1805000,"Powiat jasielski",2018,2632
"22237",1806000,"Powiat kolbuszowski",2018,2618
"22238",1807000,"Powiat krośnieński",2018,3000
"22239",1808000,"Powiat leżajski",2018,1561
"22240",1809000,"Powiat lubaczowski",2018,2095
"22241",1810000,"Powiat łańcucki",2018,3756
"22242",1811000,"Powiat mielecki",2018,3786
"22243",1812000,"Powiat niżański",2018,3204
"22244",1813000,"Powiat przemyski",2018,3000
"22245",1814000,"Powiat przeworski",2018,3086
"22246",1815000,"Powiat ropczycko-sędziszowski",2018,3333
"22247",1816000,"Powiat rzeszowski",2018,4891
"22248",1817000,"Powiat sanocki",2018,2959
"22249",1818000,"Powiat stalowowolski",2018,3303
"22250",1819000,"Powiat strzyżowski",2018,2695
"22251",1820000,"Powiat tarnobrzeski",2018,2290
"22252",1821000,"Powiat leski",2018,0
"22253",1861000,"Powiat m.Krosno",2018,2846
"22254",1862000,"Powiat m.Przemyśl",2018,2703
"22255",1863000,"Powiat m.Rzeszów",2018,5341
"22256",1864000,"Powiat m.Tarnobrzeg",2018,2852
"22257",2001000,"Powiat augustowski",2018,3667
"22258",2002000,"Powiat białostocki",2018,2592
"22259",2003000,"Powiat bielski",2018,3005
"22260",2004000,"Powiat grajewski",2018,2455
"22261",2005000,"Powiat hajnowski",2018,2196
"22262",2006000,"Powiat kolneński",2018,2168
"22263",2007000,"Powiat łomżyński",2018,1255
"22264",2008000,"Powiat moniecki",2018,1842
"22265",2009000,"Powiat sejneński",2018,0
"22266",2010000,"Powiat siemiatycki",2018,2858
"22267",2011000,"Powiat sokólski",2018,3183
"22268",2012000,"Powiat suwalski",2018,0
"22269",2013000,"Powiat wysokomazowiecki",2018,2258
"22270",2014000,"Powiat zambrowski",2018,2971
"22271",2061000,"Powiat m.Białystok",2018,4975
"22272",2062000,"Powiat m.Łomża",2018,3314
"22273",2063000,"Powiat m.Suwałki",2018,3708
"22274",2201000,"Powiat bytowski",2018,3041
"22275",2202000,"Powiat chojnicki",2018,3134
"22276",2203000,"Powiat człuchowski",2018,1986
"22277",2204000,"Powiat gdański",2018,5202
"22278",2205000,"Powiat kartuski",2018,4429
"22279",2206000,"Powiat kościerski",2018,3132
"22280",2207000,"Powiat kwidzyński",2018,3022
"22281",2208000,"Powiat lęborski",2018,2922
"22282",2209000,"Powiat malborski",2018,3061
"22283",2210000,"Powiat nowodworski",2018,6285
"22284",2211000,"Powiat pucki",2018,6140
"22285",2212000,"Powiat słupski",2018,4420
"22286",2213000,"Powiat starogardzki",2018,3243
"22287",2214000,"Powiat tczewski",2018,3785
"22288",2215000,"Powiat wejherowski",2018,5277
"22289",2216000,"Powiat sztumski",2018,1777
"22290",2261000,"Powiat m.Gdańsk",2018,7419
"22291",2262000,"Powiat m.Gdynia",2018,6712
"22292",2263000,"Powiat m.Słupsk",2018,3632
"22293",2264000,"Powiat m.Sopot",2018,10223
"22294",2401000,"Powiat będziński",2018,2353
"22295",2402000,"Powiat bielski",2018,3194
"22296",2403000,"Powiat cieszyński",2018,3295
"22297",2404000,"Powiat częstochowski",2018,2254
"22298",2405000,"Powiat gliwicki",2018,2425
"22299",2406000,"Powiat kłobucki",2018,2902
"22300",2407000,"Powiat lubliniecki",2018,2643
"22301",2408000,"Powiat mikołowski",2018,2515
"22302",2409000,"Powiat myszkowski",2018,2133
"22303",2410000,"Powiat pszczyński",2018,2838
"22304",2411000,"Powiat raciborski",2018,2081
"22305",2412000,"Powiat rybnicki",2018,2143
"22306",2413000,"Powiat tarnogórski",2018,2896
"22307",2414000,"Powiat bieruńsko-lędziński",2018,2873
"22308",2415000,"Powiat wodzisławski",2018,2033
"22309",2416000,"Powiat zawierciański",2018,1799
"22310",2417000,"Powiat żywiecki",2018,3946
"22311",2461000,"Powiat m.Bielsko-Biała",2018,3867
"22312",2462000,"Powiat m.Bytom",2018,1945
"22313",2463000,"Powiat m.Chorzów",2018,2821
"22314",2464000,"Powiat m.Częstochowa",2018,3405
"22315",2465000,"Powiat m.Dąbrowa Górnicza",2018,2901
"22316",2466000,"Powiat m.Gliwice",2018,3378
"22317",2467000,"Powiat m.Jastrzębie-Zdrój",2018,2319
"22318",2468000,"Powiat m.Jaworzno",2018,3209
"22319",2469000,"Powiat m.Katowice",2018,4027
"22320",2470000,"Powiat m.Mysłowice",2018,2708
"22321",2471000,"Powiat m.Piekary Śląskie",2018,2080
"22322",2472000,"Powiat m.Ruda Śląska",2018,2226
"22323",2473000,"Powiat m.Rybnik",2018,2588
"22324",2474000,"Powiat m.Siemianowice Śląskie",2018,2580
"22325",2475000,"Powiat m.Sosnowiec",2018,2635
"22326",2476000,"Powiat m.Świętochłowice",2018,2086
"22327",2477000,"Powiat m.Tychy",2018,3867
"22328",2478000,"Powiat m.Zabrze",2018,2478
"22329",2479000,"Powiat m.Żory",2018,2980
"22330",2601000,"Powiat buski",2018,3470
"22331",2602000,"Powiat jędrzejowski",2018,2460
"22332",2603000,"Powiat kazimierski",2018,3039
"22333",2604000,"Powiat kielecki",2018,0
"22334",2605000,"Powiat konecki",2018,2451
"22335",2606000,"Powiat opatowski",2018,1887
"22336",2607000,"Powiat ostrowiecki",2018,2433
"22337",2608000,"Powiat pińczowski",2018,2227
"22338",2609000,"Powiat sandomierski",2018,3077
"22339",2610000,"Powiat skarżyski",2018,1989
"22340",2611000,"Powiat starachowicki",2018,2965
"22341",2612000,"Powiat staszowski",2018,1873
"22342",2613000,"Powiat włoszczowski",2018,3224
"22343",2661000,"Powiat m.Kielce",2018,3936
"22344",2801000,"Powiat bartoszycki",2018,2062
"22345",2802000,"Powiat braniewski",2018,1765
"22346",2803000,"Powiat działdowski",2018,2452
"22347",2804000,"Powiat elbląski",2018,2222
"22348",2805000,"Powiat ełcki",2018,3072
"22349",2806000,"Powiat giżycki",2018,3143
"22350",2807000,"Powiat iławski",2018,3138
"22351",2808000,"Powiat kętrzyński",2018,1627
"22352",2809000,"Powiat lidzbarski",2018,2216
"22353",2810000,"Powiat mrągowski",2018,2841
"22354",2811000,"Powiat nidzicki",2018,2085
"22355",2812000,"Powiat nowomiejski",2018,2110
"22356",2813000,"Powiat olecki",2018,3199
"22357",2814000,"Powiat olsztyński",2018,3243
"22358",2815000,"Powiat ostródzki",2018,2770
"22359",2816000,"Powiat piski",2018,2117
"22360",2817000,"Powiat szczycieński",2018,2853
"22361",2818000,"Powiat gołdapski",2018,2151
"22362",2819000,"Powiat węgorzewski",2018,2594
"22363",2861000,"Powiat m.Elbląg",2018,3657
"22364",2862000,"Powiat m.Olsztyn",2018,4820
"22365",3001000,"Powiat chodzieski",2018,3212
"22366",3002000,"Powiat czarnkowsko-trzcianecki",2018,2581
"22367",3003000,"Powiat gnieźnieński",2018,3071
"22368",3004000,"Powiat gostyński",2018,2211
"22369",3005000,"Powiat grodziski",2018,1974
"22370",3006000,"Powiat jarociński",2018,2903
"22371",3007000,"Powiat kaliski",2018,2821
"22372",3008000,"Powiat kępiński",2018,3344
"22373",3009000,"Powiat kolski",2018,2322
"22374",3010000,"Powiat koniński",2018,2271
"22375",3011000,"Powiat kościański",2018,2900
"22376",3012000,"Powiat krotoszyński",2018,2895
"22377",3013000,"Powiat leszczyński",2018,0
"22378",3014000,"Powiat międzychodzki",2018,3088
"22379",3015000,"Powiat nowotomyski",2018,2885
"22380",3016000,"Powiat obornicki",2018,2845
"22381",3017000,"Powiat ostrowski",2018,3158
"22382",3018000,"Powiat ostrzeszowski",2018,2404
"22383",3019000,"Powiat pilski",2018,3871
"22384",3020000,"Powiat pleszewski",2018,3183
"22385",3021000,"Powiat poznański",2018,5710
"22386",3022000,"Powiat rawicki",2018,2845
"22387",3023000,"Powiat słupecki",2018,3487
"22388",3024000,"Powiat szamotulski",2018,3596
"22389",3025000,"Powiat średzki",2018,2933
"22390",3026000,"Powiat śremski",2018,3133
"22391",3027000,"Powiat turecki",2018,2640
"22392",3028000,"Powiat wągrowiecki",2018,3223
"22393",3029000,"Powiat wolsztyński",2018,2570
"22394",3030000,"Powiat wrzesiński",2018,3545
"22395",3031000,"Powiat złotowski",2018,2536
"22396",3061000,"Powiat m.Kalisz",2018,3019
"22397",3062000,"Powiat m.Konin",2018,3082
"22398",3063000,"Powiat m.Leszno",2018,4166
"22399",3064000,"Powiat m.Poznań",2018,6351
"22400",3201000,"Powiat białogardzki",2018,2104
"22401",3202000,"Powiat choszczeński",2018,2609
"22402",3203000,"Powiat drawski",2018,1897
"22403",3204000,"Powiat goleniowski",2018,3590
"22404",3205000,"Powiat gryficki",2018,2492
"22405",3206000,"Powiat gryfiński",2018,2931
"22406",3207000,"Powiat kamieński",2018,6076
"22407",3208000,"Powiat kołobrzeski",2018,6303
"22408",3209000,"Powiat koszaliński",2018,2809
"22409",3210000,"Powiat myśliborski",2018,2710
"22410",3211000,"Powiat policki",2018,4278
"22411",3212000,"Powiat pyrzycki",2018,2899
"22412",3213000,"Powiat sławieński",2018,2918
"22413",3214000,"Powiat stargardzki",2018,3634
"22414",3215000,"Powiat szczecinecki",2018,2490
"22415",3216000,"Powiat świdwiński",2018,2195
"22416",3217000,"Powiat wałecki",2018,2261
"22417",3218000,"Powiat łobeski",2018,2021
"22418",3261000,"Powiat m.Koszalin",2018,4034
"22419",3262000,"Powiat m.Szczecin",2018,5131
"22420",3263000,"Powiat m.Świnoujście",2018,6974
"22421",201000,"Powiat bolesławiecki",2019,NA
"22422",202000,"Powiat dzierżoniowski",2019,NA
"22423",203000,"Powiat głogowski",2019,NA
"22424",204000,"Powiat górowski",2019,NA
"22425",205000,"Powiat jaworski",2019,NA
"22426",206000,"Powiat jeleniogórski",2019,NA
"22427",207000,"Powiat kamiennogórski",2019,NA
"22428",208000,"Powiat kłodzki",2019,NA
"22429",209000,"Powiat legnicki",2019,NA
"22430",210000,"Powiat lubański",2019,NA
"22431",211000,"Powiat lubiński",2019,NA
"22432",212000,"Powiat lwówecki",2019,NA
"22433",213000,"Powiat milicki",2019,NA
"22434",214000,"Powiat oleśnicki",2019,NA
"22435",215000,"Powiat oławski",2019,NA
"22436",216000,"Powiat polkowicki",2019,NA
"22437",217000,"Powiat strzeliński",2019,NA
"22438",218000,"Powiat średzki",2019,NA
"22439",219000,"Powiat świdnicki",2019,NA
"22440",220000,"Powiat trzebnicki",2019,NA
"22441",221000,"Powiat wałbrzyski",2019,NA
"22442",222000,"Powiat wołowski",2019,NA
"22443",223000,"Powiat wrocławski",2019,NA
"22444",224000,"Powiat ząbkowicki",2019,NA
"22445",225000,"Powiat zgorzelecki",2019,NA
"22446",226000,"Powiat złotoryjski",2019,NA
"22447",261000,"Powiat m.Jelenia Góra",2019,NA
"22448",262000,"Powiat m.Legnica",2019,NA
"22449",264000,"Powiat m.Wrocław",2019,NA
"22450",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"22451",401000,"Powiat aleksandrowski",2019,NA
"22452",402000,"Powiat brodnicki",2019,NA
"22453",403000,"Powiat bydgoski",2019,NA
"22454",404000,"Powiat chełmiński",2019,NA
"22455",405000,"Powiat golubsko-dobrzyński",2019,NA
"22456",406000,"Powiat grudziądzki",2019,NA
"22457",407000,"Powiat inowrocławski",2019,NA
"22458",408000,"Powiat lipnowski",2019,NA
"22459",409000,"Powiat mogileński",2019,NA
"22460",410000,"Powiat nakielski",2019,NA
"22461",411000,"Powiat radziejowski",2019,NA
"22462",412000,"Powiat rypiński",2019,NA
"22463",413000,"Powiat sępoleński",2019,NA
"22464",414000,"Powiat świecki",2019,NA
"22465",415000,"Powiat toruński",2019,NA
"22466",416000,"Powiat tucholski",2019,NA
"22467",417000,"Powiat wąbrzeski",2019,NA
"22468",418000,"Powiat włocławski",2019,NA
"22469",419000,"Powiat żniński",2019,NA
"22470",461000,"Powiat m.Bydgoszcz",2019,NA
"22471",462000,"Powiat m.Grudziądz",2019,NA
"22472",463000,"Powiat m.Toruń",2019,NA
"22473",464000,"Powiat m.Włocławek",2019,NA
"22474",601000,"Powiat bialski",2019,NA
"22475",602000,"Powiat biłgorajski",2019,NA
"22476",603000,"Powiat chełmski",2019,NA
"22477",604000,"Powiat hrubieszowski",2019,NA
"22478",605000,"Powiat janowski",2019,NA
"22479",606000,"Powiat krasnostawski",2019,NA
"22480",607000,"Powiat kraśnicki",2019,NA
"22481",608000,"Powiat lubartowski",2019,NA
"22482",609000,"Powiat lubelski",2019,NA
"22483",610000,"Powiat łęczyński",2019,NA
"22484",611000,"Powiat łukowski",2019,NA
"22485",612000,"Powiat opolski",2019,NA
"22486",613000,"Powiat parczewski",2019,NA
"22487",614000,"Powiat puławski",2019,NA
"22488",615000,"Powiat radzyński",2019,NA
"22489",616000,"Powiat rycki",2019,NA
"22490",617000,"Powiat świdnicki",2019,NA
"22491",618000,"Powiat tomaszowski",2019,NA
"22492",619000,"Powiat włodawski",2019,NA
"22493",620000,"Powiat zamojski",2019,NA
"22494",661000,"Powiat m.Biała Podlaska",2019,NA
"22495",662000,"Powiat m.Chełm",2019,NA
"22496",663000,"Powiat m.Lublin",2019,NA
"22497",664000,"Powiat m.Zamość",2019,NA
"22498",801000,"Powiat gorzowski",2019,NA
"22499",802000,"Powiat krośnieński",2019,NA
"22500",803000,"Powiat międzyrzecki",2019,NA
"22501",804000,"Powiat nowosolski",2019,NA
"22502",805000,"Powiat słubicki",2019,NA
"22503",806000,"Powiat strzelecko-drezdenecki",2019,NA
"22504",807000,"Powiat sulęciński",2019,NA
"22505",808000,"Powiat świebodziński",2019,NA
"22506",809000,"Powiat zielonogórski",2019,NA
"22507",810000,"Powiat żagański",2019,NA
"22508",811000,"Powiat żarski",2019,NA
"22509",812000,"Powiat wschowski",2019,NA
"22510",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"22511",862000,"Powiat m.Zielona Góra",2019,NA
"22512",1001000,"Powiat bełchatowski",2019,NA
"22513",1002000,"Powiat kutnowski",2019,NA
"22514",1003000,"Powiat łaski",2019,NA
"22515",1004000,"Powiat łęczycki",2019,NA
"22516",1005000,"Powiat łowicki",2019,NA
"22517",1006000,"Powiat łódzki wschodni",2019,NA
"22518",1007000,"Powiat opoczyński",2019,NA
"22519",1008000,"Powiat pabianicki",2019,NA
"22520",1009000,"Powiat pajęczański",2019,NA
"22521",1010000,"Powiat piotrkowski",2019,NA
"22522",1011000,"Powiat poddębicki",2019,NA
"22523",1012000,"Powiat radomszczański",2019,NA
"22524",1013000,"Powiat rawski",2019,NA
"22525",1014000,"Powiat sieradzki",2019,NA
"22526",1015000,"Powiat skierniewicki",2019,NA
"22527",1016000,"Powiat tomaszowski",2019,NA
"22528",1017000,"Powiat wieluński",2019,NA
"22529",1018000,"Powiat wieruszowski",2019,NA
"22530",1019000,"Powiat zduńskowolski",2019,NA
"22531",1020000,"Powiat zgierski",2019,NA
"22532",1021000,"Powiat brzeziński",2019,NA
"22533",1061000,"Powiat m.Łódź",2019,NA
"22534",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"22535",1063000,"Powiat m.Skierniewice",2019,NA
"22536",1201000,"Powiat bocheński",2019,NA
"22537",1202000,"Powiat brzeski",2019,NA
"22538",1203000,"Powiat chrzanowski",2019,NA
"22539",1204000,"Powiat dąbrowski",2019,NA
"22540",1205000,"Powiat gorlicki",2019,NA
"22541",1206000,"Powiat krakowski",2019,NA
"22542",1207000,"Powiat limanowski",2019,NA
"22543",1208000,"Powiat miechowski",2019,NA
"22544",1209000,"Powiat myślenicki",2019,NA
"22545",1210000,"Powiat nowosądecki",2019,NA
"22546",1211000,"Powiat nowotarski",2019,NA
"22547",1212000,"Powiat olkuski",2019,NA
"22548",1213000,"Powiat oświęcimski",2019,NA
"22549",1214000,"Powiat proszowicki",2019,NA
"22550",1215000,"Powiat suski",2019,NA
"22551",1216000,"Powiat tarnowski",2019,NA
