"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_przedprodukcyjnym_proc"
"3397",3024000,"Powiat szamotulski",2010,20.5
"3398",3025000,"Powiat średzki",2010,20.6
"3399",3026000,"Powiat śremski",2010,21
"3400",3027000,"Powiat turecki",2010,20.7
"3401",3028000,"Powiat wągrowiecki",2010,21.8
"3402",3029000,"Powiat wolsztyński",2010,22.1
"3403",3030000,"Powiat wrzesiński",2010,20.5
"3404",3031000,"Powiat złotowski",2010,21.6
"3405",3061000,"Powiat m.Kalisz",2010,17.5
"3406",3062000,"Powiat m.Konin",2010,17.3
"3407",3063000,"Powiat m.Leszno",2010,18.6
"3408",3064000,"Powiat m.Poznań",2010,15.3
"3409",3201000,"Powiat białogardzki",2010,20.4
"3410",3202000,"Powiat choszczeński",2010,20
"3411",3203000,"Powiat drawski",2010,19.9
"3412",3204000,"Powiat goleniowski",2010,20.5
"3413",3205000,"Powiat gryficki",2010,20.1
"3414",3206000,"Powiat gryfiński",2010,20
"3415",3207000,"Powiat kamieński",2010,18.2
"3416",3208000,"Powiat kołobrzeski",2010,18.5
"3417",3209000,"Powiat koszaliński",2010,20.8
"3418",3210000,"Powiat myśliborski",2010,19.6
"3419",3211000,"Powiat policki",2010,21.1
"3420",3212000,"Powiat pyrzycki",2010,19.8
"3421",3213000,"Powiat sławieński",2010,20.4
"3422",3214000,"Powiat stargardzki",2010,19.1
"3423",3215000,"Powiat szczecinecki",2010,19.8
"3424",3216000,"Powiat świdwiński",2010,19.5
"3425",3217000,"Powiat wałecki",2010,20.2
"3426",3218000,"Powiat łobeski",2010,19.9
"3427",3261000,"Powiat m.Koszalin",2010,15.8
"3428",3262000,"Powiat m.Szczecin",2010,15.7
"3429",3263000,"Powiat m.Świnoujście",2010,15.5
"3430",201000,"Powiat bolesławiecki",2011,18.8
"3431",202000,"Powiat dzierżoniowski",2011,16.3
"3432",203000,"Powiat głogowski",2011,18.9
"3433",204000,"Powiat górowski",2011,20.8
"3434",205000,"Powiat jaworski",2011,17.8
"3435",206000,"Powiat jeleniogórski",2011,16.9
"3436",207000,"Powiat kamiennogórski",2011,18.3
"3437",208000,"Powiat kłodzki",2011,16.6
"3438",209000,"Powiat legnicki",2011,18.7
"3439",210000,"Powiat lubański",2011,18
"3440",211000,"Powiat lubiński",2011,17.7
"3441",212000,"Powiat lwówecki",2011,18
"3442",213000,"Powiat milicki",2011,20.5
"3443",214000,"Powiat oleśnicki",2011,19.3
"3444",215000,"Powiat oławski",2011,18.9
"3445",216000,"Powiat polkowicki",2011,20.6
"3446",217000,"Powiat strzeliński",2011,18.3
"3447",218000,"Powiat średzki",2011,19.4
"3448",219000,"Powiat świdnicki",2011,17.3
"3449",220000,"Powiat trzebnicki",2011,19.7
"3450",221000,"Powiat wałbrzyski",2011,15.7
"3451",222000,"Powiat wołowski",2011,17.7
"3452",223000,"Powiat wrocławski",2011,20.8
"3453",224000,"Powiat ząbkowicki",2011,17.1
"3454",225000,"Powiat zgorzelecki",2011,17.5
"3455",226000,"Powiat złotoryjski",2011,18.1
"3456",261000,"Powiat m.Jelenia Góra",2011,14.7
"3457",262000,"Powiat m.Legnica",2011,16.7
"3458",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"3459",264000,"Powiat m.Wrocław",2011,14.7
"3460",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"3461",401000,"Powiat aleksandrowski",2011,19
"3462",402000,"Powiat brodnicki",2011,21.4
"3463",403000,"Powiat bydgoski",2011,21.9
"3464",404000,"Powiat chełmiński",2011,20.6
"3465",405000,"Powiat golubsko-dobrzyński",2011,21.3
"3466",406000,"Powiat grudziądzki",2011,22.3
"3467",407000,"Powiat inowrocławski",2011,18.1
"3468",408000,"Powiat lipnowski",2011,22.1
"3469",409000,"Powiat mogileński",2011,19.8
"3470",410000,"Powiat nakielski",2011,21.2
"3471",411000,"Powiat radziejowski",2011,19
"3472",412000,"Powiat rypiński",2011,20.9
"3473",413000,"Powiat sępoleński",2011,21.4
"3474",414000,"Powiat świecki",2011,20.6
"3475",415000,"Powiat toruński",2011,22.6
"3476",416000,"Powiat tucholski",2011,21.6
"3477",417000,"Powiat wąbrzeski",2011,20.6
"3478",418000,"Powiat włocławski",2011,19.7
"3479",419000,"Powiat żniński",2011,20
"3480",461000,"Powiat m.Bydgoszcz",2011,15.9
"3481",462000,"Powiat m.Grudziądz",2011,17.6
"3482",463000,"Powiat m.Toruń",2011,16.5
"3483",464000,"Powiat m.Włocławek",2011,16.7
"3484",601000,"Powiat bialski",2011,21
"3485",602000,"Powiat biłgorajski",2011,19.8
"3486",603000,"Powiat chełmski",2011,19.8
"3487",604000,"Powiat hrubieszowski",2011,18.4
"3488",605000,"Powiat janowski",2011,19.9
"3489",606000,"Powiat krasnostawski",2011,17.3
"3490",607000,"Powiat kraśnicki",2011,18.8
"3491",608000,"Powiat lubartowski",2011,20.1
"3492",609000,"Powiat lubelski",2011,21
"3493",610000,"Powiat łęczyński",2011,20.3
"3494",611000,"Powiat łukowski",2011,22.1
"3495",612000,"Powiat opolski",2011,19.1
"3496",613000,"Powiat parczewski",2011,18.9
"3497",614000,"Powiat puławski",2011,18.1
"3498",615000,"Powiat radzyński",2011,21
"3499",616000,"Powiat rycki",2011,19.1
"3500",617000,"Powiat świdnicki",2011,17.8
"3501",618000,"Powiat tomaszowski",2011,19
"3502",619000,"Powiat włodawski",2011,18.8
"3503",620000,"Powiat zamojski",2011,19.4
"3504",661000,"Powiat m.Biała Podlaska",2011,18.5
"3505",662000,"Powiat m.Chełm",2011,16.5
"3506",663000,"Powiat m.Lublin",2011,16.2
"3507",664000,"Powiat m.Zamość",2011,17.6
"3508",801000,"Powiat gorzowski",2011,20.9
"3509",802000,"Powiat krośnieński",2011,19
"3510",803000,"Powiat międzyrzecki",2011,18.6
"3511",804000,"Powiat nowosolski",2011,19.5
"3512",805000,"Powiat słubicki",2011,19.9
"3513",806000,"Powiat strzelecko-drezdenecki",2011,19.9
"3514",807000,"Powiat sulęciński",2011,20
"3515",808000,"Powiat świebodziński",2011,19.6
"3516",809000,"Powiat zielonogórski",2011,19.8
"3517",810000,"Powiat żagański",2011,18.7
"3518",811000,"Powiat żarski",2011,19.2
"3519",812000,"Powiat wschowski",2011,21
"3520",861000,"Powiat m.Gorzów Wielkopolski",2011,16.9
"3521",862000,"Powiat m.Zielona Góra",2011,16.1
"3522",1001000,"Powiat bełchatowski",2011,18.7
"3523",1002000,"Powiat kutnowski",2011,16.6
"3524",1003000,"Powiat łaski",2011,18
"3525",1004000,"Powiat łęczycki",2011,18.3
"3526",1005000,"Powiat łowicki",2011,18.6
"3527",1006000,"Powiat łódzki wschodni",2011,18.8
"3528",1007000,"Powiat opoczyński",2011,20.6
"3529",1008000,"Powiat pabianicki",2011,16.4
"3530",1009000,"Powiat pajęczański",2011,19.3
"3531",1010000,"Powiat piotrkowski",2011,20.6
"3532",1011000,"Powiat poddębicki",2011,18.1
"3533",1012000,"Powiat radomszczański",2011,18.5
"3534",1013000,"Powiat rawski",2011,19.2
"3535",1014000,"Powiat sieradzki",2011,19.3
"3536",1015000,"Powiat skierniewicki",2011,20.1
"3537",1016000,"Powiat tomaszowski",2011,18.6
"3538",1017000,"Powiat wieluński",2011,19.1
"3539",1018000,"Powiat wieruszowski",2011,20.4
"3540",1019000,"Powiat zduńskowolski",2011,18.7
"3541",1020000,"Powiat zgierski",2011,17.6
"3542",1021000,"Powiat brzeziński",2011,18.4
"3543",1061000,"Powiat m.Łódź",2011,14.1
"3544",1062000,"Powiat m.Piotrków Trybunalski",2011,17.7
"3545",1063000,"Powiat m.Skierniewice",2011,18.2
"3546",1201000,"Powiat bocheński",2011,21.7
"3547",1202000,"Powiat brzeski",2011,21.6
"3548",1203000,"Powiat chrzanowski",2011,16.7
"3549",1204000,"Powiat dąbrowski",2011,19.9
"3550",1205000,"Powiat gorlicki",2011,21
"3551",1206000,"Powiat krakowski",2011,20.1
"3552",1207000,"Powiat limanowski",2011,25.3
"3553",1208000,"Powiat miechowski",2011,18
"3554",1209000,"Powiat myślenicki",2011,22.7
"3555",1210000,"Powiat nowosądecki",2011,24.9
"3556",1211000,"Powiat nowotarski",2011,22.5
"3557",1212000,"Powiat olkuski",2011,17.4
"3558",1213000,"Powiat oświęcimski",2011,18.1
"3559",1214000,"Powiat proszowicki",2011,19.3
"3560",1215000,"Powiat suski",2011,21.9
"3561",1216000,"Powiat tarnowski",2011,21.8
"3562",1217000,"Powiat tatrzański",2011,20.2
"3563",1218000,"Powiat wadowicki",2011,20.8
"3564",1219000,"Powiat wielicki",2011,21.1
"3565",1261000,"Powiat m.Kraków",2011,15.4
"3566",1262000,"Powiat m.Nowy Sącz",2011,19.4
"3567",1263000,"Powiat m.Tarnów",2011,16.5
"3568",1401000,"Powiat białobrzeski",2011,21.8
"3569",1402000,"Powiat ciechanowski",2011,19.2
"3570",1403000,"Powiat garwoliński",2011,22.1
"3571",1404000,"Powiat gostyniński",2011,18.6
"3572",1405000,"Powiat grodziski",2011,20
"3573",1406000,"Powiat grójecki",2011,19.4
"3574",1407000,"Powiat kozienicki",2011,18.9
"3575",1408000,"Powiat legionowski",2011,20.7
"3576",1409000,"Powiat lipski",2011,17.6
"3577",1410000,"Powiat łosicki",2011,19.5
"3578",1411000,"Powiat makowski",2011,20.7
"3579",1412000,"Powiat miński",2011,20.8
"3580",1413000,"Powiat mławski",2011,20.4
"3581",1414000,"Powiat nowodworski",2011,19.5
"3582",1415000,"Powiat ostrołęcki",2011,22.9
"3583",1416000,"Powiat ostrowski",2011,20.3
"3584",1417000,"Powiat otwocki",2011,19.4
"3585",1418000,"Powiat piaseczyński",2011,21.6
"3586",1419000,"Powiat płocki",2011,20.7
"3587",1420000,"Powiat płoński",2011,20
"3588",1421000,"Powiat pruszkowski",2011,18.9
"3589",1422000,"Powiat przasnyski",2011,21.4
"3590",1423000,"Powiat przysuski",2011,19.4
"3591",1424000,"Powiat pułtuski",2011,20.7
"3592",1425000,"Powiat radomski",2011,21.9
"3593",1426000,"Powiat siedlecki",2011,21.6
"3594",1427000,"Powiat sierpecki",2011,20.5
"3595",1428000,"Powiat sochaczewski",2011,19.4
"3596",1429000,"Powiat sokołowski",2011,18.7
"3597",1430000,"Powiat szydłowiecki",2011,20.4
"3598",1432000,"Powiat warszawski zachodni",2011,20.1
"3599",1433000,"Powiat węgrowski",2011,19.9
"3600",1434000,"Powiat wołomiński",2011,21.8
"3601",1435000,"Powiat wyszkowski",2011,21.3
"3602",1436000,"Powiat zwoleński",2011,20.5
"3603",1437000,"Powiat żuromiński",2011,20.6
"3604",1438000,"Powiat żyrardowski",2011,19
"3605",1461000,"Powiat m.Ostrołęka",2011,18.6
"3606",1462000,"Powiat m.Płock",2011,17.3
"3607",1463000,"Powiat m.Radom",2011,17.8
"3608",1464000,"Powiat m.Siedlce",2011,18.9
"3609",1465000,"Powiat m. st. Warszawa",2011,15.5
"3610",1601000,"Powiat brzeski",2011,18.6
"3611",1602000,"Powiat głubczycki",2011,17.5
"3612",1603000,"Powiat kędzierzyńsko-kozielski",2011,16.1
"3613",1604000,"Powiat kluczborski",2011,17.2
"3614",1605000,"Powiat krapkowicki",2011,16.6
"3615",1606000,"Powiat namysłowski",2011,18.5
"3616",1607000,"Powiat nyski",2011,17.1
"3617",1608000,"Powiat oleski",2011,17.1
"3618",1609000,"Powiat opolski",2011,16.6
"3619",1610000,"Powiat prudnicki",2011,17.5
"3620",1611000,"Powiat strzelecki",2011,16.4
"3621",1661000,"Powiat m.Opole",2011,14.7
"3622",1801000,"Powiat bieszczadzki",2011,19.8
"3623",1802000,"Powiat brzozowski",2011,21.5
"3624",1803000,"Powiat dębicki",2011,20.7
"3625",1804000,"Powiat jarosławski",2011,20.1
"3626",1805000,"Powiat jasielski",2011,19.6
"3627",1806000,"Powiat kolbuszowski",2011,21.2
"3628",1807000,"Powiat krośnieński",2011,20.7
"3629",1808000,"Powiat leżajski",2011,20.8
"3630",1809000,"Powiat lubaczowski",2011,19.9
"3631",1810000,"Powiat łańcucki",2011,21
"3632",1811000,"Powiat mielecki",2011,20
"3633",1812000,"Powiat niżański",2011,19.9
"3634",1813000,"Powiat przemyski",2011,21.4
"3635",1814000,"Powiat przeworski",2011,20.7
"3636",1815000,"Powiat ropczycko-sędziszowski",2011,21.7
"3637",1816000,"Powiat rzeszowski",2011,21.2
"3638",1817000,"Powiat sanocki",2011,19.5
"3639",1818000,"Powiat stalowowolski",2011,18.1
"3640",1819000,"Powiat strzyżowski",2011,20.4
"3641",1820000,"Powiat tarnobrzeski",2011,19.5
"3642",1821000,"Powiat leski",2011,19.1
"3643",1861000,"Powiat m.Krosno",2011,17.1
"3644",1862000,"Powiat m.Przemyśl",2011,17.2
"3645",1863000,"Powiat m.Rzeszów",2011,17.1
"3646",1864000,"Powiat m.Tarnobrzeg",2011,17.1
"3647",2001000,"Powiat augustowski",2011,19.5
"3648",2002000,"Powiat białostocki",2011,19
"3649",2003000,"Powiat bielski",2011,17.2
"3650",2004000,"Powiat grajewski",2011,20.2
"3651",2005000,"Powiat hajnowski",2011,14.7
"3652",2006000,"Powiat kolneński",2011,21.6
"3653",2007000,"Powiat łomżyński",2011,21.4
"3654",2008000,"Powiat moniecki",2011,18.9
"3655",2009000,"Powiat sejneński",2011,19.1
"3656",2010000,"Powiat siemiatycki",2011,18.3
"3657",2011000,"Powiat sokólski",2011,18.3
"3658",2012000,"Powiat suwalski",2011,21.9
"3659",2013000,"Powiat wysokomazowiecki",2011,20
"3660",2014000,"Powiat zambrowski",2011,19.9
"3661",2061000,"Powiat m.Białystok",2011,16.9
"3662",2062000,"Powiat m.Łomża",2011,18
"3663",2063000,"Powiat m.Suwałki",2011,20.1
"3664",2201000,"Powiat bytowski",2011,22.1
"3665",2202000,"Powiat chojnicki",2011,22.3
"3666",2203000,"Powiat człuchowski",2011,20.7
"3667",2204000,"Powiat gdański",2011,22.6
"3668",2205000,"Powiat kartuski",2011,26.2
"3669",2206000,"Powiat kościerski",2011,23.4
"3670",2207000,"Powiat kwidzyński",2011,21.7
"3671",2208000,"Powiat lęborski",2011,21.2
"3672",2209000,"Powiat malborski",2011,19.7
"3673",2210000,"Powiat nowodworski",2011,20.6
"3674",2211000,"Powiat pucki",2011,22.8
"3675",2212000,"Powiat słupski",2011,20.8
"3676",2213000,"Powiat starogardzki",2011,21.9
"3677",2214000,"Powiat tczewski",2011,20.9
"3678",2215000,"Powiat wejherowski",2011,22.9
"3679",2216000,"Powiat sztumski",2011,21.4
"3680",2261000,"Powiat m.Gdańsk",2011,15.9
"3681",2262000,"Powiat m.Gdynia",2011,16.1
"3682",2263000,"Powiat m.Słupsk",2011,16.2
"3683",2264000,"Powiat m.Sopot",2011,12.2
"3684",2401000,"Powiat będziński",2011,15.8
"3685",2402000,"Powiat bielski",2011,19.6
"3686",2403000,"Powiat cieszyński",2011,19.4
"3687",2404000,"Powiat częstochowski",2011,18.1
"3688",2405000,"Powiat gliwicki",2011,17.8
"3689",2406000,"Powiat kłobucki",2011,18.6
"3690",2407000,"Powiat lubliniecki",2011,18.6
"3691",2408000,"Powiat mikołowski",2011,18.7
"3692",2409000,"Powiat myszkowski",2011,17.3
"3693",2410000,"Powiat pszczyński",2011,20.7
"3694",2411000,"Powiat raciborski",2011,16.6
"3695",2412000,"Powiat rybnicki",2011,19.3
"3696",2413000,"Powiat tarnogórski",2011,16.9
"3697",2414000,"Powiat bieruńsko-lędziński",2011,19.4
"3698",2415000,"Powiat wodzisławski",2011,18.4
"3699",2416000,"Powiat zawierciański",2011,16.4
"3700",2417000,"Powiat żywiecki",2011,19.9
"3701",2461000,"Powiat m.Bielsko-Biała",2011,16.8
"3702",2462000,"Powiat m.Bytom",2011,16.4
"3703",2463000,"Powiat m.Chorzów",2011,17.1
"3704",2464000,"Powiat m.Częstochowa",2011,15.3
"3705",2465000,"Powiat m.Dąbrowa Górnicza",2011,15.2
"3706",2466000,"Powiat m.Gliwice",2011,15.8
"3707",2467000,"Powiat m.Jastrzębie-Zdrój",2011,18.7
"3708",2468000,"Powiat m.Jaworzno",2011,16.3
"3709",2469000,"Powiat m.Katowice",2011,14.5
"3710",2470000,"Powiat m.Mysłowice",2011,17.2
"3711",2471000,"Powiat m.Piekary Śląskie",2011,16.6
"3712",2472000,"Powiat m.Ruda Śląska",2011,17.6
"3713",2473000,"Powiat m.Rybnik",2011,18
"3714",2474000,"Powiat m.Siemianowice Śląskie",2011,16
"3715",2475000,"Powiat m.Sosnowiec",2011,14.2
"3716",2476000,"Powiat m.Świętochłowice",2011,17.2
"3717",2477000,"Powiat m.Tychy",2011,16.3
"3718",2478000,"Powiat m.Zabrze",2011,16.2
"3719",2479000,"Powiat m.Żory",2011,19.1
"3720",2601000,"Powiat buski",2011,17.7
"3721",2602000,"Powiat jędrzejowski",2011,19
"3722",2603000,"Powiat kazimierski",2011,16.9
"3723",2604000,"Powiat kielecki",2011,20.7
"3724",2605000,"Powiat konecki",2011,17.6
"3725",2606000,"Powiat opatowski",2011,18.3
"3726",2607000,"Powiat ostrowiecki",2011,16.7
"3727",2608000,"Powiat pińczowski",2011,17.4
"3728",2609000,"Powiat sandomierski",2011,18.2
"3729",2610000,"Powiat skarżyski",2011,15.8
"3730",2611000,"Powiat starachowicki",2011,17.4
"3731",2612000,"Powiat staszowski",2011,19.4
"3732",2613000,"Powiat włoszczowski",2011,19.1
"3733",2661000,"Powiat m.Kielce",2011,15.7
"3734",2801000,"Powiat bartoszycki",2011,18.9
"3735",2802000,"Powiat braniewski",2011,19.7
"3736",2803000,"Powiat działdowski",2011,21.2
"3737",2804000,"Powiat elbląski",2011,21.2
"3738",2805000,"Powiat ełcki",2011,20.8
"3739",2806000,"Powiat giżycki",2011,18.9
"3740",2807000,"Powiat iławski",2011,21.3
"3741",2808000,"Powiat kętrzyński",2011,18.2
"3742",2809000,"Powiat lidzbarski",2011,19.1
"3743",2810000,"Powiat mrągowski",2011,19.6
"3744",2811000,"Powiat nidzicki",2011,21
"3745",2812000,"Powiat nowomiejski",2011,22.6
"3746",2813000,"Powiat olecki",2011,20.7
"3747",2814000,"Powiat olsztyński",2011,20.4
"3748",2815000,"Powiat ostródzki",2011,20.3
"3749",2816000,"Powiat piski",2011,20.6
"3750",2817000,"Powiat szczycieński",2011,20.9
"3751",2818000,"Powiat gołdapski",2011,21
"3752",2819000,"Powiat węgorzewski",2011,18
"3753",2861000,"Powiat m.Elbląg",2011,17.4
"3754",2862000,"Powiat m.Olsztyn",2011,16.4
"3755",3001000,"Powiat chodzieski",2011,20.5
"3756",3002000,"Powiat czarnkowsko-trzcianecki",2011,20.8
"3757",3003000,"Powiat gnieźnieński",2011,20.1
"3758",3004000,"Powiat gostyński",2011,20.2
"3759",3005000,"Powiat grodziski",2011,22.4
"3760",3006000,"Powiat jarociński",2011,20.2
"3761",3007000,"Powiat kaliski",2011,20.5
"3762",3008000,"Powiat kępiński",2011,20.6
"3763",3009000,"Powiat kolski",2011,19.7
"3764",3010000,"Powiat koniński",2011,21.8
"3765",3011000,"Powiat kościański",2011,19.9
"3766",3012000,"Powiat krotoszyński",2011,20.6
"3767",3013000,"Powiat leszczyński",2011,22.3
"3768",3014000,"Powiat międzychodzki",2011,20.6
"3769",3015000,"Powiat nowotomyski",2011,21.2
"3770",3016000,"Powiat obornicki",2011,21.3
"3771",3017000,"Powiat ostrowski",2011,19.2
"3772",3018000,"Powiat ostrzeszowski",2011,20.9
"3773",3019000,"Powiat pilski",2011,19.9
"3774",3020000,"Powiat pleszewski",2011,20.5
"3775",3021000,"Powiat poznański",2011,21.8
"3776",3022000,"Powiat rawicki",2011,21
"3777",3023000,"Powiat słupecki",2011,20.2
"3778",3024000,"Powiat szamotulski",2011,20.2
"3779",3025000,"Powiat średzki",2011,20.3
"3780",3026000,"Powiat śremski",2011,20.7
"3781",3027000,"Powiat turecki",2011,20.3
"3782",3028000,"Powiat wągrowiecki",2011,21.4
"3783",3029000,"Powiat wolsztyński",2011,21.7
"3784",3030000,"Powiat wrzesiński",2011,20.3
"3785",3031000,"Powiat złotowski",2011,21.2
"3786",3061000,"Powiat m.Kalisz",2011,17.2
"3787",3062000,"Powiat m.Konin",2011,16.9
"3788",3063000,"Powiat m.Leszno",2011,18.4
"3789",3064000,"Powiat m.Poznań",2011,15.3
"3790",3201000,"Powiat białogardzki",2011,20
"3791",3202000,"Powiat choszczeński",2011,19.5
"3792",3203000,"Powiat drawski",2011,19.5
"3793",3204000,"Powiat goleniowski",2011,20.2
"3794",3205000,"Powiat gryficki",2011,19.8
"3795",3206000,"Powiat gryfiński",2011,19.7
"3796",3207000,"Powiat kamieński",2011,17.8
"3797",3208000,"Powiat kołobrzeski",2011,18
"3798",3209000,"Powiat koszaliński",2011,20.4
"3799",3210000,"Powiat myśliborski",2011,19.3
"3800",3211000,"Powiat policki",2011,20.8
"3801",3212000,"Powiat pyrzycki",2011,19.4
"3802",3213000,"Powiat sławieński",2011,20.1
"3803",3214000,"Powiat stargardzki",2011,18.8
"3804",3215000,"Powiat szczecinecki",2011,19.3
"3805",3216000,"Powiat świdwiński",2011,18.9
"3806",3217000,"Powiat wałecki",2011,19.8
"3807",3218000,"Powiat łobeski",2011,19.6
"3808",3261000,"Powiat m.Koszalin",2011,15.6
"3809",3262000,"Powiat m.Szczecin",2011,15.5
"3810",3263000,"Powiat m.Świnoujście",2011,15.3
"3811",201000,"Powiat bolesławiecki",2012,18.5
"3812",202000,"Powiat dzierżoniowski",2012,16
"3813",203000,"Powiat głogowski",2012,18.8
"3814",204000,"Powiat górowski",2012,20.4
"3815",205000,"Powiat jaworski",2012,17.6
"3816",206000,"Powiat jeleniogórski",2012,16.6
"3817",207000,"Powiat kamiennogórski",2012,17.8
"3818",208000,"Powiat kłodzki",2012,16.2
"3819",209000,"Powiat legnicki",2012,18.4
"3820",210000,"Powiat lubański",2012,17.6
"3821",211000,"Powiat lubiński",2012,17.5
"3822",212000,"Powiat lwówecki",2012,17.5
"3823",213000,"Powiat milicki",2012,20.2
"3824",214000,"Powiat oleśnicki",2012,18.9
"3825",215000,"Powiat oławski",2012,18.8
"3826",216000,"Powiat polkowicki",2012,20.2
"3827",217000,"Powiat strzeliński",2012,18
"3828",218000,"Powiat średzki",2012,19.1
"3829",219000,"Powiat świdnicki",2012,17
"3830",220000,"Powiat trzebnicki",2012,19.4
"3831",221000,"Powiat wałbrzyski",2012,15.5
"3832",222000,"Powiat wołowski",2012,17.4
"3833",223000,"Powiat wrocławski",2012,20.7
"3834",224000,"Powiat ząbkowicki",2012,16.8
"3835",225000,"Powiat zgorzelecki",2012,17.2
"3836",226000,"Powiat złotoryjski",2012,17.8
"3837",261000,"Powiat m.Jelenia Góra",2012,14.5
"3838",262000,"Powiat m.Legnica",2012,16.5
"3839",263000,"Powiat m.Wałbrzych do 2002",2012,NA
"3840",264000,"Powiat m.Wrocław",2012,14.8
"3841",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"3842",401000,"Powiat aleksandrowski",2012,18.7
"3843",402000,"Powiat brodnicki",2012,21.1
"3844",403000,"Powiat bydgoski",2012,21.5
"3845",404000,"Powiat chełmiński",2012,20.3
"3846",405000,"Powiat golubsko-dobrzyński",2012,20.9
"3847",406000,"Powiat grudziądzki",2012,21.9
"3848",407000,"Powiat inowrocławski",2012,17.8
"3849",408000,"Powiat lipnowski",2012,21.5
"3850",409000,"Powiat mogileński",2012,19.4
"3851",410000,"Powiat nakielski",2012,20.8
"3852",411000,"Powiat radziejowski",2012,18.4
"3853",412000,"Powiat rypiński",2012,20.6
"3854",413000,"Powiat sępoleński",2012,21.1
"3855",414000,"Powiat świecki",2012,20.2
"3856",415000,"Powiat toruński",2012,22.3
"3857",416000,"Powiat tucholski",2012,21.4
"3858",417000,"Powiat wąbrzeski",2012,20.2
"3859",418000,"Powiat włocławski",2012,19.3
"3860",419000,"Powiat żniński",2012,19.7
"3861",461000,"Powiat m.Bydgoszcz",2012,15.7
"3862",462000,"Powiat m.Grudziądz",2012,17.5
"3863",463000,"Powiat m.Toruń",2012,16.4
"3864",464000,"Powiat m.Włocławek",2012,16.5
"3865",601000,"Powiat bialski",2012,20.7
"3866",602000,"Powiat biłgorajski",2012,19.4
"3867",603000,"Powiat chełmski",2012,19.3
"3868",604000,"Powiat hrubieszowski",2012,17.9
"3869",605000,"Powiat janowski",2012,19.4
"3870",606000,"Powiat krasnostawski",2012,16.9
"3871",607000,"Powiat kraśnicki",2012,18.3
"3872",608000,"Powiat lubartowski",2012,19.8
"3873",609000,"Powiat lubelski",2012,20.7
"3874",610000,"Powiat łęczyński",2012,20
"3875",611000,"Powiat łukowski",2012,21.8
"3876",612000,"Powiat opolski",2012,18.7
"3877",613000,"Powiat parczewski",2012,18.6
"3878",614000,"Powiat puławski",2012,17.8
"3879",615000,"Powiat radzyński",2012,20.7
"3880",616000,"Powiat rycki",2012,18.7
"3881",617000,"Powiat świdnicki",2012,17.6
"3882",618000,"Powiat tomaszowski",2012,18.6
"3883",619000,"Powiat włodawski",2012,18.4
"3884",620000,"Powiat zamojski",2012,18.9
"3885",661000,"Powiat m.Biała Podlaska",2012,18.3
"3886",662000,"Powiat m.Chełm",2012,16.2
"3887",663000,"Powiat m.Lublin",2012,16.2
"3888",664000,"Powiat m.Zamość",2012,17.2
"3889",801000,"Powiat gorzowski",2012,20.6
"3890",802000,"Powiat krośnieński",2012,18.6
"3891",803000,"Powiat międzyrzecki",2012,18.4
"3892",804000,"Powiat nowosolski",2012,19.2
"3893",805000,"Powiat słubicki",2012,19.7
"3894",806000,"Powiat strzelecko-drezdenecki",2012,19.6
"3895",807000,"Powiat sulęciński",2012,19.6
"3896",808000,"Powiat świebodziński",2012,19.3
"3897",809000,"Powiat zielonogórski",2012,19.4
"3898",810000,"Powiat żagański",2012,18.5
"3899",811000,"Powiat żarski",2012,18.8
"3900",812000,"Powiat wschowski",2012,20.6
"3901",861000,"Powiat m.Gorzów Wielkopolski",2012,16.9
"3902",862000,"Powiat m.Zielona Góra",2012,16.2
"3903",1001000,"Powiat bełchatowski",2012,18.5
"3904",1002000,"Powiat kutnowski",2012,16.3
"3905",1003000,"Powiat łaski",2012,17.6
"3906",1004000,"Powiat łęczycki",2012,17.8
"3907",1005000,"Powiat łowicki",2012,18.3
"3908",1006000,"Powiat łódzki wschodni",2012,18.8
"3909",1007000,"Powiat opoczyński",2012,20.3
"3910",1008000,"Powiat pabianicki",2012,16.3
"3911",1009000,"Powiat pajęczański",2012,18.9
"3912",1010000,"Powiat piotrkowski",2012,20.3
"3913",1011000,"Powiat poddębicki",2012,17.8
"3914",1012000,"Powiat radomszczański",2012,18.1
"3915",1013000,"Powiat rawski",2012,19
"3916",1014000,"Powiat sieradzki",2012,18.9
"3917",1015000,"Powiat skierniewicki",2012,19.8
"3918",1016000,"Powiat tomaszowski",2012,18.5
"3919",1017000,"Powiat wieluński",2012,18.9
"3920",1018000,"Powiat wieruszowski",2012,19.8
"3921",1019000,"Powiat zduńskowolski",2012,18.6
"3922",1020000,"Powiat zgierski",2012,17.4
"3923",1021000,"Powiat brzeziński",2012,18.1
"3924",1061000,"Powiat m.Łódź",2012,14.1
"3925",1062000,"Powiat m.Piotrków Trybunalski",2012,17.6
"3926",1063000,"Powiat m.Skierniewice",2012,18.1
"3927",1201000,"Powiat bocheński",2012,21.4
"3928",1202000,"Powiat brzeski",2012,21.2
"3929",1203000,"Powiat chrzanowski",2012,16.6
"3930",1204000,"Powiat dąbrowski",2012,19.5
"3931",1205000,"Powiat gorlicki",2012,20.6
"3932",1206000,"Powiat krakowski",2012,20
"3933",1207000,"Powiat limanowski",2012,24.8
